高清央卫,#genre#
大湾区卫视,http://182.61.15.163:80/608917627
湖北卫视,http://182.61.15.163:80/947472496
吉林卫视,http://182.61.15.163:80/947472500
青海卫视,http://182.61.15.163:80/947472506
东南卫视,http://182.61.15.163:80/849116810
海南卫视,http://182.61.15.163:80/947472502
海峡卫视,http://182.61.15.163:80/849119120
中国农林卫视,http://182.61.15.163:80/956904896
兵团卫视,http://182.61.15.163:80/956923145
宁夏卫视,http://182.61.15.163:80/738910535
重庆卫视,http://182.61.15.163:80/738910914
三沙卫视,http://182.61.15.163:80/961023778
上海新闻综合,http://182.61.15.163:80/651632657
上视东方影视,http://182.61.15.163:80/617290047
上海第一财经,http://182.61.15.163:80/608780988
南京新闻综合频道,http://182.61.15.163:80/838109047
南京教科频道,http://182.61.15.163:80/838153729
南京十八频道,http://182.61.15.163:80/838151753
体育休闲频道,http://182.61.15.163:80/626064707
江苏城市频道,http://182.61.15.163:80/626064714
江苏国际,http://182.61.15.163:80/626064674
江苏教育,http://182.61.15.163:80/628008321
江苏影视频道,http://182.61.15.163:80/626064697
江苏综艺频道,http://182.61.15.163:80/626065193
公共新闻频道,http://182.61.15.163:80/626064693
盐城新闻综合,http://182.61.15.163:80/639731825
淮安新闻综合,http://182.61.15.163:80/639731826
泰州新闻综合,http://182.61.15.163:80/639731818
连云港新闻综合,http://182.61.15.163:80/639731715
宿迁新闻综合,http://182.61.15.163:80/639731832
徐州新闻综合,http://182.61.15.163:80/639731747
优漫卡通频道,http://182.61.15.163:80/626064703
江阴新闻综合,http://182.61.15.163:80/955227979
南通新闻综合,http://182.61.15.163:80/955227985
宜兴新闻综合,http://182.61.15.163:80/955227996
溧水新闻综合,http://182.61.15.163:80/639737327
陕西银龄频道,http://182.61.15.163:80/956909362
陕西都市青春频道,http://182.61.15.163:80/956909358
陕西秦腔频道,http://182.61.15.163:80/956909303
陕西新闻资讯频道,http://182.61.15.163:80/956909289
财富天下,http://182.61.15.163:80/956923159
镇江新闻综合,http://182.61.15.163:80/639731783
海南广播电视总台新闻频道,http://182.61.15.163:80/962067517
海南广播电视总台自贸频道,http://182.61.15.163:80/962045226
海南广播电视总台社会与法频道,http://182.61.15.163:80/962045223
海南广播电视总台文旅频道,http://182.61.15.163:80/962067526
海南广播电视总台少儿频道,http://182.61.15.163:80/962067523
经典香港电影,http://182.61.15.163:80/625703337
抗战经典影片,http://182.61.15.163:80/617432318
新片放映厅,http://182.61.15.163:80/619495952
CHC影迷电影,http://182.61.15.163:80/952383261
CHC动作电影,http://182.61.15.163:80/644368714
CHC家庭影院,http://182.61.15.163:80/644368373
和美乡途轮播台,http://182.61.15.163:80/713591450
南方影视,http://182.61.15.163:80/614961829
中国航天“逆袭”之路,http://182.61.15.163:80/713600957
CETV1,http://182.61.15.163:80/923287154
CETV2,http://182.61.15.163:80/923287211
CETV4,http://182.61.15.163:80/923287339
山东教育,http://182.61.15.163:80/609154353
熊猫频道01,http://182.61.15.163:80/609158151
熊猫频道1,http://182.61.15.163:80/608933610
熊猫频道2,http://182.61.15.163:80/608933640
熊猫频道3,http://182.61.15.163:80/608934619
熊猫频道4,http://182.61.15.163:80/608934721
熊猫频道5,http://182.61.15.163:80/608935104
熊猫频道6,http://182.61.15.163:80/608935797
熊猫频道7,http://182.61.15.163:80/609169286
熊猫频道8,http://182.61.15.163:80/609169287
熊猫频道9,http://182.61.15.163:80/609169226
熊猫频道10,http://182.61.15.163:80/609169285
最强综艺趴,http://182.61.15.163:80/629942228
嘉佳卡通,http://182.61.15.163:80/614952364
经典动画大集合,http://182.61.15.163:80/629942219
新动漫,http://182.61.15.163:80/961930269
新动力量创一流,http://182.61.15.163:80/713589837
中华特产,http://182.61.15.163:80/959986618
环球旅游,http://182.61.15.163:80/958475356
梨园频道,http://182.61.15.163:80/961930369
中国天气,http://101.132.26.106:3566/959986621
CCTV1,http://101.132.26.106:3566/608807420
CCTV2,http://101.132.26.106:3566/631780532
CCTV3,http://101.132.26.106:3566/624878271
CCTV4,http://101.132.26.106:3566/631780421
CCTV5,http://101.132.26.106:3566/641886683
CCTV5+,http://101.132.26.106:3566/641886773
CCTV6,http://101.132.26.106:3566/624878396
CCTV7,http://101.132.26.106:3566/673168121
CCTV8,http://101.132.26.106:3566/624878356
CCTV9,http://101.132.26.106:3566/673168140
CCTV10,http://101.132.26.106:3566/624878405
CCTV11,http://101.132.26.106:3566/667987558
CCTV12,http://101.132.26.106:3566/673168185
CCTV13,http://101.132.26.106:3566/608807423
CCTV14,http://101.132.26.106:3566/624878440
CCTV15,http://101.132.26.106:3566/673168223
CCTV17,http://101.132.26.106:3566/673168256
CCTV4欧洲,http://101.132.26.106:3566/608807419
CCTV4美洲,http://101.132.26.106:3566/608807416
CGTN外语纪录,http://101.132.26.106:3566/609006487
CGTN阿拉伯语,http://101.132.26.106:3566/609154345
CGTN西班牙语,http://101.132.26.106:3566/609006450
CGTN法语,http://101.132.26.106:3566/609006476
CGTN俄语,http://101.132.26.106:3566/609006446
老故事,http://101.132.26.106:3566/884121956
发现之旅,http://101.132.26.106:3566/624878970
中学生,http://101.132.26.106:3566/708869532
CGTN,http://101.132.26.106:3566/609017205
赛事最经典,http://101.132.26.106:3566/646596895
体坛名栏汇,http://101.132.26.106:3566/629943305
四海钓鱼,http://101.132.26.106:3566/637444975
陕西体育休闲频道,http://101.132.26.106:3566/956909356
24小时城市联赛轮播台,http://101.132.26.106:3566/915512915
武术世界,http://101.132.26.106:3566/958475359
快乐垂钓,http://101.132.26.106:3566/961930263
东方卫视,http://101.132.26.106:3566/651632648
江苏卫视,http://101.132.26.106:3566/623899368
广东卫视,http://101.132.26.106:3566/608831231
北京卫视,http://101.132.26.106:3566/630287636
辽宁卫视,http://101.132.26.106:3566/630291707
河北卫视,http://101.132.26.106:3566/962042070
江西卫视,http://101.132.26.106:3566/783847495
河南卫视,http://101.132.26.106:3566/790187291
陕西卫视,http://101.132.26.106:3566/738910838
大湾区卫视,http://101.132.26.106:3566/608917627
湖北卫视,http://101.132.26.106:3566/947472496
吉林卫视,http://101.132.26.106:3566/947472500
青海卫视,http://101.132.26.106:3566/947472506
东南卫视,http://101.132.26.106:3566/849116810
海南卫视,http://101.132.26.106:3566/947472502
海峡卫视,http://101.132.26.106:3566/849119120
中国农林卫视,http://101.132.26.106:3566/956904896
兵团卫视,http://101.132.26.106:3566/956923145
宁夏卫视,http://101.132.26.106:3566/738910535
重庆卫视,http://101.132.26.106:3566/738910914
三沙卫视,http://101.132.26.106:3566/961023778
上海新闻综合,http://101.132.26.106:3566/651632657
上视东方影视,http://101.132.26.106:3566/617290047
上海第一财经,http://101.132.26.106:3566/608780988
南京新闻综合频道,http://101.132.26.106:3566/838109047
南京教科频道,http://101.132.26.106:3566/838153729
南京十八频道,http://101.132.26.106:3566/838151753
体育休闲频道,http://101.132.26.106:3566/626064707
江苏城市频道,http://101.132.26.106:3566/626064714
江苏国际,http://101.132.26.106:3566/626064674
江苏教育,http://101.132.26.106:3566/628008321
江苏影视频道,http://101.132.26.106:3566/626064697
江苏综艺频道,http://101.132.26.106:3566/626065193
公共新闻频道,http://101.132.26.106:3566/626064693
盐城新闻综合,http://101.132.26.106:3566/639731825
淮安新闻综合,http://101.132.26.106:3566/639731826
泰州新闻综合,http://101.132.26.106:3566/639731818
连云港新闻综合,http://101.132.26.106:3566/639731715
宿迁新闻综合,http://101.132.26.106:3566/639731832
徐州新闻综合,http://101.132.26.106:3566/639731747
优漫卡通频道,http://101.132.26.106:3566/626064703
江阴新闻综合,http://101.132.26.106:3566/955227979
南通新闻综合,http://101.132.26.106:3566/955227985
宜兴新闻综合,http://101.132.26.106:3566/955227996
溧水新闻综合,http://101.132.26.106:3566/639737327
陕西银龄频道,http://101.132.26.106:3566/956909362
陕西都市青春频道,http://101.132.26.106:3566/956909358
陕西秦腔频道,http://101.132.26.106:3566/956909303
陕西新闻资讯频道,http://101.132.26.106:3566/956909289
财富天下,http://101.132.26.106:3566/956923159
镇江新闻综合,http://101.132.26.106:3566/639731783
海南广播电视总台新闻频道,http://101.132.26.106:3566/962067517
海南广播电视总台自贸频道,http://101.132.26.106:3566/962045226
海南广播电视总台社会与法频道,http://101.132.26.106:3566/962045223
海南广播电视总台文旅频道,http://101.132.26.106:3566/962067526
海南广播电视总台少儿频道,http://101.132.26.106:3566/962067523
经典香港电影,http://101.132.26.106:3566/625703337
抗战经典影片,http://101.132.26.106:3566/617432318
新片放映厅,http://101.132.26.106:3566/619495952
CHC影迷电影,http://101.132.26.106:3566/952383261
CHC动作电影,http://101.132.26.106:3566/644368714
CHC家庭影院,http://101.132.26.106:3566/644368373
和美乡途轮播台,http://101.132.26.106:3566/713591450
南方影视,http://101.132.26.106:3566/614961829
中国航天“逆袭”之路,http://101.132.26.106:3566/713600957
CETV1,http://101.132.26.106:3566/923287154
CETV2,http://101.132.26.106:3566/923287211
CETV4,http://101.132.26.106:3566/923287339
山东教育,http://101.132.26.106:3566/609154353
熊猫频道01,http://101.132.26.106:3566/609158151
熊猫频道1,http://101.132.26.106:3566/608933610
熊猫频道2,http://101.132.26.106:3566/608933640
熊猫频道3,http://101.132.26.106:3566/608934619
熊猫频道4,http://101.132.26.106:3566/608934721
熊猫频道5,http://101.132.26.106:3566/608935104
熊猫频道6,http://101.132.26.106:3566/608935797
熊猫频道7,http://101.132.26.106:3566/609169286
熊猫频道8,http://101.132.26.106:3566/609169287
熊猫频道9,http://101.132.26.106:3566/609169226
熊猫频道10,http://101.132.26.106:3566/609169285
最强综艺趴,http://101.132.26.106:3566/629942228
嘉佳卡通,http://101.132.26.106:3566/614952364
经典动画大集合,http://101.132.26.106:3566/629942219
新动漫,http://101.132.26.106:3566/961930269
新动力量创一流,http://101.132.26.106:3566/713589837
中华特产,http://101.132.26.106:3566/959986618
环球旅游,http://101.132.26.106:3566/958475356
梨园频道,http://101.132.26.106:3566/961930369

贵州移动,#genre#
中国天气,http://120.4.126.153:1234/959986621
CCTV1,http://120.4.126.153:1234/608807420
CCTV2,http://120.4.126.153:1234/631780532
CCTV3,http://120.4.126.153:1234/624878271
CCTV4,http://120.4.126.153:1234/631780421
CCTV5,http://120.4.126.153:1234/641886683
CCTV5+,http://120.4.126.153:1234/641886773
CCTV6,http://120.4.126.153:1234/624878396
CCTV7,http://120.4.126.153:1234/673168121
CCTV8,http://120.4.126.153:1234/624878356
CCTV9,http://120.4.126.153:1234/673168140
CCTV10,http://120.4.126.153:1234/624878405
CCTV11,http://120.4.126.153:1234/667987558
CCTV12,http://120.4.126.153:1234/673168185
CCTV13,http://120.4.126.153:1234/608807423
CCTV14,http://120.4.126.153:1234/624878440
CCTV15,http://120.4.126.153:1234/673168223
CCTV17,http://120.4.126.153:1234/673168256
CCTV4欧洲,http://120.4.126.153:1234/608807419
CCTV4美洲,http://120.4.126.153:1234/608807416
CGTN外语纪录,http://120.4.126.153:1234/609006487
CGTN阿拉伯语,http://120.4.126.153:1234/609154345
CGTN西班牙语,http://120.4.126.153:1234/609006450
CGTN法语,http://120.4.126.153:1234/609006476
CGTN俄语,http://120.4.126.153:1234/609006446
老故事,http://120.4.126.153:1234/884121956
发现之旅,http://120.4.126.153:1234/624878970
中学生,http://120.4.126.153:1234/708869532
CGTN,http://120.4.126.153:1234/609017205
赛事最经典,http://120.4.126.153:1234/646596895
体坛名栏汇,http://120.4.126.153:1234/629943305
四海钓鱼,http://120.4.126.153:1234/637444975
陕西体育休闲频道,http://120.4.126.153:1234/956909356
24小时城市联赛轮播台,http://120.4.126.153:1234/915512915
武术世界,http://120.4.126.153:1234/958475359
快乐垂钓,http://120.4.126.153:1234/961930263
东方卫视,http://120.4.126.153:1234/651632648
江苏卫视,http://120.4.126.153:1234/623899368
广东卫视,http://120.4.126.153:1234/608831231
北京卫视,http://120.4.126.153:1234/630287636
辽宁卫视,http://120.4.126.153:1234/630291707
河北卫视,http://120.4.126.153:1234/962042070
江西卫视,http://120.4.126.153:1234/783847495
河南卫视,http://120.4.126.153:1234/790187291
陕西卫视,http://120.4.126.153:1234/738910838
大湾区卫视,http://120.4.126.153:1234/608917627
湖北卫视,http://120.4.126.153:1234/947472496
吉林卫视,http://120.4.126.153:1234/947472500
青海卫视,http://120.4.126.153:1234/947472506
东南卫视,http://120.4.126.153:1234/849116810
海南卫视,http://120.4.126.153:1234/947472502
海峡卫视,http://120.4.126.153:1234/849119120
中国农林卫视,http://120.4.126.153:1234/956904896
兵团卫视,http://120.4.126.153:1234/956923145
宁夏卫视,http://120.4.126.153:1234/738910535
重庆卫视,http://120.4.126.153:1234/738910914
三沙卫视,http://120.4.126.153:1234/961023778
上海新闻综合,http://120.4.126.153:1234/651632657
上视东方影视,http://120.4.126.153:1234/617290047
上海第一财经,http://120.4.126.153:1234/608780988
南京新闻综合频道,http://120.4.126.153:1234/838109047
南京教科频道,http://120.4.126.153:1234/838153729
南京十八频道,http://120.4.126.153:1234/838151753
体育休闲频道,http://120.4.126.153:1234/626064707
江苏城市频道,http://120.4.126.153:1234/626064714
江苏国际,http://120.4.126.153:1234/626064674
江苏教育,http://120.4.126.153:1234/628008321
江苏影视频道,http://120.4.126.153:1234/626064697
江苏综艺频道,http://120.4.126.153:1234/626065193
公共新闻频道,http://120.4.126.153:1234/626064693
盐城新闻综合,http://120.4.126.153:1234/639731825
淮安新闻综合,http://120.4.126.153:1234/639731826
泰州新闻综合,http://120.4.126.153:1234/639731818
连云港新闻综合,http://120.4.126.153:1234/639731715
宿迁新闻综合,http://120.4.126.153:1234/639731832
徐州新闻综合,http://120.4.126.153:1234/639731747
优漫卡通频道,http://120.4.126.153:1234/626064703
江阴新闻综合,http://120.4.126.153:1234/955227979
南通新闻综合,http://120.4.126.153:1234/955227985
宜兴新闻综合,http://120.4.126.153:1234/955227996
溧水新闻综合,http://120.4.126.153:1234/639737327
陕西银龄频道,http://120.4.126.153:1234/956909362
陕西都市青春频道,http://120.4.126.153:1234/956909358
陕西秦腔频道,http://120.4.126.153:1234/956909303
陕西新闻资讯频道,http://120.4.126.153:1234/956909289
财富天下,http://120.4.126.153:1234/956923159
镇江新闻综合,http://120.4.126.153:1234/639731783
海南广播电视总台新闻频道,http://120.4.126.153:1234/962067517
海南广播电视总台自贸频道,http://120.4.126.153:1234/962045226
海南广播电视总台社会与法频道,http://120.4.126.153:1234/962045223
海南广播电视总台文旅频道,http://120.4.126.153:1234/962067526
海南广播电视总台少儿频道,http://120.4.126.153:1234/962067523
经典香港电影,http://120.4.126.153:1234/625703337
抗战经典影片,http://120.4.126.153:1234/617432318
新片放映厅,http://120.4.126.153:1234/619495952
CHC影迷电影,http://120.4.126.153:1234/952383261
CHC动作电影,http://120.4.126.153:1234/644368714
CHC家庭影院,http://120.4.126.153:1234/644368373
和美乡途轮播台,http://120.4.126.153:1234/713591450
南方影视,http://120.4.126.153:1234/614961829
中国航天“逆袭”之路,http://120.4.126.153:1234/713600957
CETV1,http://120.4.126.153:1234/923287154
CETV2,http://120.4.126.153:1234/923287211
CETV4,http://120.4.126.153:1234/923287339
山东教育,http://120.4.126.153:1234/609154353
熊猫频道01,http://120.4.126.153:1234/609158151
熊猫频道1,http://120.4.126.153:1234/608933610
熊猫频道2,http://120.4.126.153:1234/608933640
熊猫频道3,http://120.4.126.153:1234/608934619
熊猫频道4,http://120.4.126.153:1234/608934721
熊猫频道5,http://120.4.126.153:1234/608935104
熊猫频道6,http://120.4.126.153:1234/608935797
熊猫频道7,http://120.4.126.153:1234/609169286
熊猫频道8,http://120.4.126.153:1234/609169287
熊猫频道9,http://120.4.126.153:1234/609169226
熊猫频道10,http://120.4.126.153:1234/609169285
最强综艺趴,http://120.4.126.153:1234/629942228
嘉佳卡通,http://120.4.126.153:1234/614952364
经典动画大集合,http://120.4.126.153:1234/629942219
新动漫,http://120.4.126.153:1234/961930269
新动力量创一流,http://120.4.126.153:1234/713589837
中华特产,http://120.4.126.153:1234/959986618
环球旅游,http://120.4.126.153:1234/958475356
梨园频道,http://120.4.126.153:1234/961930369

龙江移动,#genre#


CCTV3,http://111.43.126.240:9003/hls/3/index.m3u8
CCTV4,http://111.43.126.240:9003/hls/4/index.m3u8
CCTV5,http://111.43.126.240:9003/hls/5/index.m3u8
CCTV5+,http://111.43.126.240:9003/hls/18/index.m3u8
CCTV6,http://111.43.126.240:9003/hls/6/index.m3u8
CCTV7,http://111.43.126.240:9003/hls/7/index.m3u8
CCTV8,http://111.43.126.240:9003/hls/8/index.m3u8
CCTV9,http://111.43.126.240:9003/hls/9/index.m3u8
CCTV10,http://111.43.126.240:9003/hls/10/index.m3u8
CCTV11,http://111.43.126.240:9003/hls/11/index.m3u8
CCTV12,http://111.43.126.240:9003/hls/12/index.m3u8
CCTV13,http://111.43.126.240:9003/hls/13/index.m3u8
CCTV14,http://111.43.126.240:9003/hls/14/index.m3u8
CCTV15,http://111.43.126.240:9003/hls/15/index.m3u8
CCTV16,http://111.43.126.240:9003/hls/16/index.m3u8
CCTV17,http://111.43.126.240:9003/hls/17/index.m3u8
CGTN-1,http://111.43.126.240:9003/hls/18/index.m3u8
CGTN-2,http://111.43.126.240:9003/hls/19/index.m3u8
CETV-1,http://111.43.126.240:9003/hls/20/index.m3u8
CETV-4,http://111.43.126.240:9003/hls/21/index.m3u8
湖南卫视,http://111.43.126.240:9003/hls/22/index.m3u8
江苏卫视,http://111.43.126.240:9003/hls/23/index.m3u8
东方卫视,http://111.43.126.240:9003/hls/24/index.m3u8
浙江卫视,http://111.43.126.240:9003/hls/25/index.m3u8
北京卫视,http://111.43.126.240:9003/hls/26/index.m3u8
广东卫视,http://111.43.126.240:9003/hls/27/index.m3u8
安徽卫视,http://111.43.126.240:9003/hls/28/index.m3u8
河南卫视,http://111.43.126.240:9003/hls/29/index.m3u8
吉林卫视,http://111.43.126.240:9003/hls/30/index.m3u8
天津卫视,http://111.43.126.240:9003/hls/31/index.m3u8
东南卫视,http://111.43.126.240:9003/hls/32/index.m3u8
江西卫视,http://111.43.126.240:9003/hls/33/index.m3u8
四川卫视,http://111.43.126.240:9003/hls/34/index.m3u8
深圳卫视,http://111.43.126.240:9003/hls/35/index.m3u8
贵州卫视,http://111.43.126.240:9003/hls/36/index.m3u8
海南卫视,http://111.43.126.240:9003/hls/37/index.m3u8
湖北卫视,http://111.43.126.240:9003/hls/38/index.m3u8
重庆卫视,http://111.43.126.240:9003/hls/39/index.m3u8
河北卫视,http://111.43.126.240:9003/hls/40/index.m3u8
辽宁卫视,http://111.43.126.240:9003/hls/41/index.m3u8
西藏卫视,http://111.43.126.240:9003/hls/42/index.m3u8
青海卫视,http://111.43.126.240:9003/hls/43/index.m3u8
云南卫视,http://111.43.126.240:9003/hls/44/index.m3u8
山西卫视,http://111.43.126.240:9003/hls/45/index.m3u8
广西卫视,http://111.43.126.240:9003/hls/46/index.m3u8
内蒙古卫视,http://111.43.126.240:9003/hls/47/index.m3u8
新疆卫视,http://111.43.126.240:9003/hls/48/index.m3u8
延边卫视,http://111.43.126.240:9003/hls/49/index.m3u8
兵团卫视,http://111.43.126.240:9003/hls/50/index.m3u8
宁夏卫视,http://111.43.126.240:9003/hls/51/index.m3u8
陕西卫视,http://111.43.126.240:9003/hls/52/index.m3u8
甘肃卫视,http://111.43.126.240:9003/hls/53/index.m3u8
卡酷少儿,http://111.43.126.240:9003/hls/54/index.m3u8
炫动卡通,http://111.43.126.240:9003/hls/55/index.m3u8
金鹰卡通,http://111.43.126.240:9003/hls/56/index.m3u8
优漫卡通,http://111.43.126.240:9003/hls/57/index.m3u8
动作电影,http://111.43.126.240:9003/hls/58/index.m3u8
爱情喜剧,http://111.43.126.240:9003/hls/59/index.m3u8
惊辣悬疑,http://111.43.126.240:9003/hls/60/index.m3u8
东北热剧,http://111.43.126.240:9003/hls/61/index.m3u8
嗨看暑假,http://111.43.126.240:9003/hls/62/index.m3u8
精品大剧,http://111.43.126.240:9003/hls/63/index.m3u8
古装剧场,http://111.43.126.240:9003/hls/64/index.m3u8
军旅剧场,http://111.43.126.240:9003/hls/65/index.m3u8
家庭剧场,http://111.43.126.240:9003/hls/66/index.m3u8
超级电视剧,http://111.43.126.240:9003/hls/67/index.m3u8
超级电影,http://111.43.126.240:9003/hls/68/index.m3u8
超级体育,http://111.43.126.240:9003/hls/69/index.m3u8
超级综艺,http://111.43.126.240:9003/hls/70/index.m3u8
精品记录,http://111.43.126.240:9003/hls/71/index.m3u8
精品体育,http://111.43.126.240:9003/hls/72/index.m3u8
金牌综艺,http://111.43.126.240:9003/hls/73/index.m3u8
军事评论,http://111.43.126.240:9003/hls/74/index.m3u8
农业致富,http://111.43.126.240:9003/hls/75/index.m3u8
怡伴健康,http://111.43.126.240:9003/hls/76/index.m3u8
潮妈辣妹,http://111.43.126.240:9003/hls/77/index.m3u8
武博世界,http://111.43.126.240:9003/hls/78/index.m3u8
中国功夫,http://111.43.126.240:9003/hls/79/index.m3u8
精品综艺,http://111.43.126.240:9003/hls/80/index.m3u8
热播精选,http://111.43.126.240:9003/hls/81/index.m3u8
黑莓电影,http://111.43.126.240:9003/hls/82/index.m3u8
黑莓动画,http://111.43.126.240:9003/hls/83/index.m3u8
哒啵赛事,http://111.43.126.240:9003/hls/84/index.m3u8
炫舞未来,http://111.43.126.240:9003/hls/85/index.m3u8
哈尔滨新闻,http://111.43.126.240:9003/hls/86/index.m3u8
哈尔滨生活,http://111.43.126.240:9003/hls/87/index.m3u8
哈尔滨影视,http://111.43.126.240:9003/hls/88/index.m3u8
黑龙江卫视,http://111.43.126.240:9003/hls/89/index.m3u8
黑龙江影视,http://111.43.126.240:9003/hls/90/index.m3u8
黑龙江都市,http://111.43.126.240:9003/hls/91/index.m3u8
黑龙江新闻,http://111.43.126.240:9003/hls/92/index.m3u8
黑龙江公共,http://111.43.126.240:9003/hls/93/index.m3u8
黑龙江少儿,http://111.43.126.240:9003/hls/94/index.m3u8

阿里咪咕,#genre#
CCTV1,http://47.119.24.76:59093/608807420
CCTV2,http://47.119.24.76:59093/631780532
CCTV3,http://47.119.24.76:59093/624878271
CCTV4,http://47.119.24.76:59093/631780421
CCTV5,http://47.119.24.76:59093/641886683
CCTV5+,http://47.119.24.76:59093/641886773
CCTV6,http://47.119.24.76:59093/624878396
CCTV7,http://47.119.24.76:59093/673168121
CCTV8,http://47.119.24.76:59093/624878356
CCTV9,http://47.119.24.76:59093/673168140
CCTV10,http://47.119.24.76:59093/624878405
CCTV11,http://47.119.24.76:59093/667987558
CCTV12,http://47.119.24.76:59093/673168185
CCTV13,http://47.119.24.76:59093/608807423
CCTV14,http://47.119.24.76:59093/624878440
CCTV15,http://47.119.24.76:59093/673168223
CCTV17,http://47.119.24.76:59093/673168256
CCTV4欧洲,http://47.119.24.76:59093/608807419
CCTV4美洲,http://47.119.24.76:59093/608807416
CGTN外语纪录,http://47.119.24.76:59093/609006487
CGTN阿拉伯语,http://47.119.24.76:59093/609154345
CGTN西班牙语,http://47.119.24.76:59093/609006450
CGTN法语,http://47.119.24.76:59093/609006476
CGTN俄语,http://47.119.24.76:59093/609006446
老故事,http://47.119.24.76:59093/884121956
发现之旅,http://47.119.24.76:59093/624878970
中学生,http://47.119.24.76:59093/708869532
CGTN,http://47.119.24.76:59093/609017205
赛事最经典,http://47.119.24.76:59093/646596895
体坛名栏汇,http://47.119.24.76:59093/629943305
四海钓鱼,http://47.119.24.76:59093/637444975
陕西体育休闲频道,http://47.119.24.76:59093/956909356
24小时城市联赛轮播台,http://47.119.24.76:59093/915512915
武术世界,http://47.119.24.76:59093/958475359
快乐垂钓,http://47.119.24.76:59093/961930263
东方卫视,http://47.119.24.76:59093/651632648
江苏卫视,http://47.119.24.76:59093/623899368
广东卫视,http://47.119.24.76:59093/608831231
北京卫视,http://47.119.24.76:59093/630287636
辽宁卫视,http://47.119.24.76:59093/630291707
河北卫视,http://47.119.24.76:59093/962042070
江西卫视,http://47.119.24.76:59093/783847495
河南卫视,http://47.119.24.76:59093/790187291
陕西卫视,http://47.119.24.76:59093/738910838
大湾区卫视,http://47.119.24.76:59093/608917627
湖北卫视,http://47.119.24.76:59093/947472496
吉林卫视,http://47.119.24.76:59093/947472500
青海卫视,http://47.119.24.76:59093/947472506
东南卫视,http://47.119.24.76:59093/849116810
海南卫视,http://47.119.24.76:59093/947472502
海峡卫视,http://47.119.24.76:59093/849119120
中国农林卫视,http://47.119.24.76:59093/956904896
兵团卫视,http://47.119.24.76:59093/956923145
宁夏卫视,http://47.119.24.76:59093/738910535
重庆卫视,http://47.119.24.76:59093/738910914
三沙卫视,http://47.119.24.76:59093/961023778
上海新闻综合,http://47.119.24.76:59093/651632657
上视东方影视,http://47.119.24.76:59093/617290047
上海第一财经,http://47.119.24.76:59093/608780988
南京新闻综合频道,http://47.119.24.76:59093/838109047
南京教科频道,http://47.119.24.76:59093/838153729
南京十八频道,http://47.119.24.76:59093/838151753
体育休闲频道,http://47.119.24.76:59093/626064707
江苏城市频道,http://47.119.24.76:59093/626064714
江苏国际,http://47.119.24.76:59093/626064674
江苏教育,http://47.119.24.76:59093/628008321
江苏影视频道,http://47.119.24.76:59093/626064697
江苏综艺频道,http://47.119.24.76:59093/626065193
公共新闻频道,http://47.119.24.76:59093/626064693
盐城新闻综合,http://47.119.24.76:59093/639731825
淮安新闻综合,http://47.119.24.76:59093/639731826
泰州新闻综合,http://47.119.24.76:59093/639731818
连云港新闻综合,http://47.119.24.76:59093/639731715
宿迁新闻综合,http://47.119.24.76:59093/639731832
徐州新闻综合,http://47.119.24.76:59093/639731747
优漫卡通频道,http://47.119.24.76:59093/626064703
江阴新闻综合,http://47.119.24.76:59093/955227979
南通新闻综合,http://47.119.24.76:59093/955227985
宜兴新闻综合,http://47.119.24.76:59093/955227996
溧水新闻综合,http://47.119.24.76:59093/639737327
陕西银龄频道,http://47.119.24.76:59093/956909362
陕西都市青春频道,http://47.119.24.76:59093/956909358
陕西秦腔频道,http://47.119.24.76:59093/956909303
陕西新闻资讯频道,http://47.119.24.76:59093/956909289
财富天下,http://47.119.24.76:59093/956923159
镇江新闻综合,http://47.119.24.76:59093/639731783
海南广播电视总台新闻频道,http://47.119.24.76:59093/962067517
海南广播电视总台自贸频道,http://47.119.24.76:59093/962045226
海南广播电视总台社会与法频道,http://47.119.24.76:59093/962045223
海南广播电视总台文旅频道,http://47.119.24.76:59093/962067526
海南广播电视总台少儿频道,http://47.119.24.76:59093/962067523
经典香港电影,http://47.119.24.76:59093/625703337
抗战经典影片,http://47.119.24.76:59093/617432318
新片放映厅,http://47.119.24.76:59093/619495952
CHC影迷电影,http://47.119.24.76:59093/952383261
CHC动作电影,http://47.119.24.76:59093/644368714
CHC家庭影院,http://47.119.24.76:59093/644368373
和美乡途轮播台,http://47.119.24.76:59093/713591450
南方影视,http://47.119.24.76:59093/614961829
中国航天“逆袭”之路,http://47.119.24.76:59093/713600957
中国天气,http://47.119.24.76:59093/959986621
CETV1,http://47.119.24.76:59093/923287154
CETV2,http://47.119.24.76:59093/923287211
CETV4,http://47.119.24.76:59093/923287339
山东教育,http://47.119.24.76:59093/609154353
熊猫频道01,http://47.119.24.76:59093/609158151
熊猫频道1,http://47.119.24.76:59093/608933610
熊猫频道2,http://47.119.24.76:59093/608933640
熊猫频道3,http://47.119.24.76:59093/608934619
熊猫频道4,http://47.119.24.76:59093/608934721
熊猫频道5,http://47.119.24.76:59093/608935104
熊猫频道6,http://47.119.24.76:59093/608935797
熊猫频道7,http://47.119.24.76:59093/609169286
熊猫频道8,http://47.119.24.76:59093/609169287
熊猫频道9,http://47.119.24.76:59093/609169226
熊猫频道10,http://47.119.24.76:59093/609169285
最强综艺趴,http://47.119.24.76:59093/629942228
嘉佳卡通,http://47.119.24.76:59093/614952364
